Number of clusters,Covariance,Regularization Parameter,Training RMS Error,Validation RMS Error,Testing RMS Error
15,15,0.01,26.522787403336096,27.906697393395245,29.468576584527206
15,15,0.1,26.65167973683865,27.654997335546334,29.63111118361536
15,15,1.0,31.542008992602966,27.09624901746238,31.885379026981596
15,15,10.0,54.599386670167576,43.18430349078382,50.31618925951143
15,15,100.0,67.52468144573783,54.07944648763238,61.75183230421037
15,20,0.0,5.8097052289340185,5.515349829496297,5.517285795456941
15,20,0.01,26.019605243846545,27.250586958603556,28.797706998284493
15,20,0.1,26.462201803508194,26.21043895536731,28.57624654663668
15,20,1.0,40.489358377980366,32.05142402039996,38.56713059184549
15,20,10.0,62.77663011191465,50.04401630680878,57.47786780552227
15,20,100.0,68.31596059907477,54.80566993778281,62.342141248116135
20,5,0.0,3.1002664129972053,7.557426981184086,7.222853417580307
20,5,0.01,11.39857997567599,15.9143286356523,16.031204875554895
20,5,0.1,23.67399167683588,28.15636088105314,30.68577367206254
20,5,1.0,32.327315339582874,34.248394809580844,37.94277013701055
20,5,10.0,39.56076737278231,32.68318181537733,38.77946961253694
20,5,100.0,56.83247119256877,44.43328026510035,52.134058014137686
20,10,0.0,0.9388292181981205,1.7937911491070857,1.7886370653916814
20,10,0.01,27.505910361447302,29.42691060031814,31.232075637720293
20,10,0.1,28.039433039814078,29.426410182717806,31.233085647622477
20,10,1.0,28.48698488716102,28.24455484114041,30.742723737380075
20,10,10.0,38.11846791715075,30.884009225774644,37.00020655270473
20,10,100.0,63.62358869748865,50.63895852661708,58.44635667823275
20,15,0.0,13.776644744683743,13.546974614648187,13.535288771181236
20,15,0.01,26.442169576021158,27.87578397190848,29.35037597323586
20,15,0.1,26.683314315510607,27.394210924726952,29.135524736717397
20,15,1.0,29.192668096041135,26.420541846454707,30.380206148783568
20,15,10.0,53.621044507137874,42.15080376364402,49.63500536525862
20,15,100.0,66.62654320209508,53.317167841089564,60.871351128558324
20,20,0.0,37.77226018655339,38.31105625220655,38.36691818888966
20,20,0.01,26.038502733616465,27.330746409222787,28.933322698625286
20,20,0.1,26.25119875927205,26.598610908977367,28.825401452692688
20,20,1.0,34.59378197660925,28.776719828410872,34.03547234672648
20,20,10.0,62.247018638880064,49.65484752824993,57.090161081728084
20,20,100.0,68.07175018440653,54.59633517985954,62.150123940906994
